,WHORegionCode,WHORegionName,CountryIso3,CountryTerritoryArea,IncomeWorldBankJune,Year,AntimicrobialClass,ATC4,ATC4Name,RouteOfAdministration,DDD,DID,Notes
5570,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),P,31473.33333,0.0648967,
5571,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),O,431308.0,0.889339102,
5572,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),P,77730.833333,0.16027777,
5573,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),P,27128.25,0.055937298,
5574,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DE,Fourth-generation cephalosporins (J01DE),P,5302.5,0.010933559,
5575,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DH,Carbapenems (J01DH),P,39221.3333333,0.080872711,
5576,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EA,Trimethoprim and derivatives (J01EA),O,14325.0,0.029537552,
5577,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,159924.5,0.329757647,
5578,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,3872.25,0.007984414,
5579,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,820447.000033,1.691727483,
5580,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,2953.5,0.006089998,
5581,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,74846.0,0.15432933,
5582,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,5138.3333333,0.010595029,
5583,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,3360.0,0.00692818,
5584,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,7230.0,0.014907938,
5585,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,326636.5,0.673510835,
5586,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,14741.5,0.030396357,
5587,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,13652.5,0.028150888,
5588,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),I,600.0,0.001237175,
5589,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),P,905.5555555,0.001867217,
5590,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XD,Imidazole derivatives (J01XD),P,13806.6666667,0.02846877,
5591,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XE,Nitrofuran derivatives (J01XE),O,277110.0,0.571389259,
5592,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),O,7448.0,0.015357466,
5593,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),P,2905.8928571,0.00599183,
5594,EUR,European Region,EST,Estonia,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",P01AB,Nitroimidazole derivatives (P01AB),O,84914.3,0.175089744,
5595,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",A07AA,Antibiotics (A07AA),O,66.6666667,0.000137464,
5596,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",D01BA,Antifungals for systemic use (D01BA),O,474571.0,0.978545602,
5597,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AA,Antibiotics (J02AA),P,7287.142857,0.015025785,
5598,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AB,Imidazole derivatives (J02AB),O,600.0,0.001237175,
5599,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),O,163653.5,0.337446689,
5600,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),P,21875.5,0.045106325,
5601,EUR,European Region,EST,Estonia,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),P,5110.2,0.010537019,
5602,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),O,197739.027774,0.407729625,
5603,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),P,22653.0625,0.046709683,
5604,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AD,Phosphonic acid derivatives (J05AD),P,55.3846154,0.000114201,
5605,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AE,Protease inhibitors (J05AE),O,450670.0,0.929262738,
5606,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),O,64248.6666667,0.132478069,
5607,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),P,155.0,0.000319604,
5608,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),O,412920.0,0.851423813,
5609,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),O,6495.0,0.013392419,
5610,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),O,628200.0,1.295322191,
5611,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AP,Antivirals for treatment of hcv infections (J05AP),O,93436.0,0.192661133,
5612,EUR,European Region,EST,Estonia,High income,2021,Antivirals for systemic use (ATC J05),J05AR,"Antivirals for treatment of hiv infections, combinations (J05AR)",O,1559310.0,3.215232164,
5613,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),O,7382.0,0.015221376,
5614,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),P,105.0,0.000216506,
5615,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AC,Hydrazides (J04AC),O,7500.0,0.015464687,
5616,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AD,Thiocarbamide derivatives (J04AD),O,2666.666667,0.005498555,
5617,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AK,Other drugs for treatment of tuberculosis (J04AK),O,5572.093023,0.011489423,
5618,EUR,European Region,EST,Estonia,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AM,Combinations of drugs for treatment of tuberculosis (J04AM),O,1800.0,0.003711525,
5619,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A07AA,Antibiotics (A07AA),O,1234.0,0.002543034,
5620,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),O,673809.4,1.388590355,
5621,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),P,310.0,0.00063885,
5622,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),O,637405.3333,1.313568666,
5623,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),P,3486.666667,0.007185344,
5624,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),O,51144.6,0.105399093,
5625,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),P,8025.7500003,0.01653949,
5626,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),O,120.0,0.000247297,
5627,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),P,47292.0,0.097459632,
5628,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",O,934682.06663,1.926198309,
5629,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",P,140014.619049,0.288542959,
5630,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),O,67157.5,0.138398553,
5631,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),P,36376.66667,0.074965249,
5632,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),O,476900.5,0.982799359,
5633,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),P,90165.833333,0.18581428,
5634,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),P,28595.8333333,0.058930462,
5635,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DE,Fourth-generation cephalosporins (J01DE),P,6927.5,0.014276233,
5636,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DH,Carbapenems (J01DH),P,37926.4999967,0.078159188,
5637,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DI,Other cephalosporins and penems (J01DI),P,80.0,0.000164864,
5638,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EA,Trimethoprim and derivatives (J01EA),O,20265.0,0.041762232,
5639,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,141052.5,0.290681823,
5640,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,2876.5,0.005927905,
5641,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,869878.3333,1.792650394,
5642,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,3791.0,0.007812518,
5643,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,75484.0,0.155557872,
5644,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,6286.6666663,0.0129556,
5645,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,1344.0,0.002769723,
5646,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,10306.6666663,0.021240039,
5647,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,411017.0,0.847026254,
5648,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,17037.125,0.035110208,
5649,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,11997.5,0.024724474,
5650,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),P,980.0,0.00201959,
5651,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XD,Imidazole derivatives (J01XD),P,20233.3333333,0.041696973,
5652,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XE,Nitrofuran derivatives (J01XE),O,227762.5,0.469374302,
5653,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),O,10286.0,0.021197449,
5654,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),P,1785.7142857,0.003680011,
5655,EUR,European Region,EST,Estonia,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",P01AB,Nitroimidazole derivatives (P01AB),O,91176.1,0.187896244,
5656,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",A07AA,Antibiotics (A07AA),O,80.0,0.000164864,
5657,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",D01BA,Antifungals for systemic use (D01BA),O,513819.0,1.058881223,
5658,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AA,Antibiotics (J02AA),P,4650.0,0.009582747,
5659,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),O,162810.75,0.335521351,
5660,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),P,16831.5,0.034686478,
5661,EUR,European Region,EST,Estonia,High income,2020,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),P,5291.4,0.010904548,
5662,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),O,194306.54167,0.400428066,
5663,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),P,1766.9375,0.003641315,
5664,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AE,Protease inhibitors (J05AE),O,157860.0,0.325318818,
5665,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),O,59876.0,0.123392814,
5666,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),P,65.0,0.000133952,
5667,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),O,391950.0,0.807732869,
5668,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),O,57585.0,0.118671507,
5669,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),O,444645.0,0.916327036,
5670,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AP,Antivirals for treatment of hcv infections (J05AP),O,46312.0,0.095440042,
5671,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AR,"Antivirals for treatment of hiv infections, combinations (J05AR)",O,1735140.0,3.575786734,
5672,EUR,European Region,EST,Estonia,High income,2020,Antivirals for systemic use (ATC J05),J05AX,Other antivirals (J05AX),O,6435.0,0.013261286,
5673,EUR,European Region,EST,Estonia,High income,2020,Drugs for the treatment of tuberculosis (ATC J04A),J04AA,Aminosalicylic acid and derivatives (J04AA),O,250.0,0.000515201,
5674,EUR,European Region,EST,Estonia,High income,2020,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),O,27476.0,0.056622702,
5675,EUR,European Region,EST,Estonia,High income,2020,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),P,100.0,0.000206081,
5676,EUR,European Region,EST,Estonia,High income,2020,Drugs for the treatment of tuberculosis (ATC J04A),J04AK,Other drugs for treatment of tuberculosis (J04AK),O,80757.364344,0.166425253,
5677,EUR,European Region,EST,Estonia,High income,2020,Drugs for the treatment of tuberculosis (ATC J04A),J04AM,Combinations of drugs for treatment of tuberculosis (J04AM),O,19000.0,0.039155312,
5678,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A07AA,Antibiotics (A07AA),O,430.0,0.000887707,
5679,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),O,669427.5,1.3820603,
5680,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),P,200.0,0.000412908,
5681,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),O,810136.66663,1.672560121,
5682,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),P,3949.9999997,0.008154935,
5683,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),O,66979.2,0.138281284,
5684,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),P,10168.833333,0.020993934,
5685,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),O,70.0,0.000144518,
5686,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),P,47150.0,0.097343094,
5687,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",O,1013828.36667,2.093089927,
5688,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",P,120987.9285719,0.249784503,
5689,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),O,84350.5,0.174145004,
5690,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),P,35236.66667,0.072747532,
5691,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),O,540643.0,1.116179479,
5692,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),P,96386.9999997,0.198994889,
5693,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),P,25313.8333333,0.052261409,
5694,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DE,Fourth-generation cephalosporins (J01DE),P,4907.5,0.010131733,
5695,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DH,Carbapenems (J01DH),P,32006.33333,0.066078412,
5696,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01DI,Other cephalosporins and penems (J01DI),P,20.0,4.13e-05,
5697,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01EA,Trimethoprim and derivatives (J01EA),O,11077.5,0.022869949,
5698,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,205327.5,0.423906981,
5699,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,2778.5,0.005736331,
5700,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,1115318.666667,2.302620782,
5701,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,3383.5,0.00698535,
5702,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,79624.0,0.164386989,
5703,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,5558.3333337,0.011475405,
5704,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,2464.0,0.005087028,
5705,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,9210.9375,0.019016356,
5706,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,357855.0,0.73880623,
5707,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,16435.625,0.033932017,
5708,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,11071.5,0.022857603,
5709,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),P,907.7777778,0.001874144,
5710,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XC,Steroid antibacterials (J01XC),O,100.0,0.000206454,
5711,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XD,Imidazole derivatives (J01XD),P,18943.33333,0.039109283,
5712,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XE,Nitrofuran derivatives (J01XE),O,281970.0,0.582138541,
5713,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),O,9012.0,0.018605641,
5714,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),P,1310.0,0.002704549,
5715,EUR,European Region,EST,Estonia,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",P01AB,Nitroimidazole derivatives (P01AB),O,97176.1,0.200624014,
5716,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",A07AA,Antibiotics (A07AA),O,40.0,8.26e-05,
5717,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",D01BA,Antifungals for systemic use (D01BA),O,593268.0,1.224825933,
5718,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AA,Antibiotics (J02AA),P,4324.285714,0.008927664,
5719,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AB,Imidazole derivatives (J02AB),O,100.0,0.000206454,
5720,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),O,152899.0,0.315666209,
5721,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),P,16027.0,0.033088387,
5722,EUR,European Region,EST,Estonia,High income,2019,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),P,3940.0,0.00813429,
5723,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),O,177010.569444,0.365445525,
5724,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),P,1129.5,0.002331899,
5725,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AD,Phosphonic acid derivatives (J05AD),P,526.1538462,0.001086266,
5726,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),O,48540.6666666,0.100214214,
5727,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),P,41.6666667,8.6e-05,
5728,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),O,468300.0,0.96682441,
5729,EUR,European Region,EST,Estonia,High income,2019,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),O,130435.0,0.269288366,
